"Myles Grant","Religious Wackos","religious_wackos","Oh, man.  There are some really weird religous freaks out there, and for the most part they're harmless.  But <a href=""http://www.clonejesus.com/"">cloning Jesus</a>?  To bring about the Second Coming?  Good Lord.

<a href=""http://www.urantia.org/"">The Urantia Foundation</a> is a little out there too.  A quote from The Urantia Book:

<blockquote>""Our Creator Son is the personification of the 611,121st original concept of infinite identity of simultaneous origin in the Universal Father and the Eternal Son. The Michael of Nebadon is the ""only-begotten Son"" personalizing this 611,121st universal concept of divinity and infinity. His headquarters is in the threefold mansion of light on Salvington. And this dwelling is so ordered because Michael has experienced the living of all three phases of intelligent creature existence: spiritual, morontial, and material. Because of the name associated with his seventh and final bestowal on Urantia, he is sometimes spoken of as Christ Michael.""</blockquote>

2097 pages of this.  Wow.
","2000-09-24 23:55:12","2000-09-24 23:55:12"
"Myles Grant","Robot Frank, MGT 301, and An English Lesson","robot_frank_mgt_301_and_an_english_lesson","Go, <a href=""http://www.robotfrank.com/Diary.html"">Robot Frank</a>!  A very funny and bizarrely** creative site from someone who's obviously very bored. (No offense!)  A choice bit from the diary:

<blockquote>""10:28 AM - Did George Foreman actually MAKE the George Foreman Lean Mean Fat Grilling Machine? I'm having a hard time believing he did. He's good at punching faces, but I really doubt he sat in his basement tinkering away at the perfect grill. 'Mmm.. This is a tasty burger, but I think I could adjust the manual combobulator to reduce the fat glucose intake of the manifold overdrive hamburger deterioration valve of PUNCH PUNCH PUNCH PUNCH YO LIGHTS OUT FOOL!' I'm sure he eats lots of hamburgers, that's not whats being questioned here... I just think there's a good chance he doesn't even know how to turn his own grill on. He has people to do that kind of crap for him. What made him decide he didn't have enough money saved from years of pounding the crap out of faces that he needed to start pimping household appliances? 'I got punched in the head a few thousand times. That means now it's time to start selling grills. Next year I'm going to sell dog houses and cracker jacks prize display cases, cause I'm the champ. Clean my patio! Nobody ever cleans my patio, I CANT REMEMBER the last time somebody cleaned my patio you lazy sons-a-bitches that are probably eating hamburgers with twice the fat as the Lean Mean Fat Grilling Machine. I need my hamburgers with no fat and lotsa love like only the champ can do best. Oooooh this is a tasty-love-burger. For the champ. I'm the champ. Of hamburgers AND punching faces. You FIND me a better burger making face puncher and I'll knock his lights out and sample his burger and not like it as much as my own. You'll see. I'm gonna punch you so hard you'll be runnin' around like a midget with it's head cut off!'""</blockquote>

On an unrelated note, my MGT 301 professor started sentences with the phrase ""Now, ..."" <b>9</b> times this morning.  I counted.

**You might not think that ""bizarrely"" is a word, but <a href=""http://www.dictionary.com/cgi-bin/dict.pl?term=bizarrely"">it is</a>.
","2000-09-25 11:33:20","2000-09-25 11:33:20"
"Myles Grant","New Pics and I Act Tough","new_pics_and_i_act_tough","I just reorgranized the '<a href=""/about/myfriends.php"">about my friends</a>' page in order to make it a little cleaner and allow for faster load times.  You can now click on each pictures' thumbnail to get the full version.  Also, I added a few pictures to the page from '<a href=""/about/myfriends.php#game_on"">Crazy Headgear Night</a>' which we had a few weekends back.  Make sure to check them out.

Interesting weekend that was, beacuse it also marked the first time that I've ever thrown someone out of a party.  Saturday night (Sunday morning) at around 2:00-ish, we were still sitting in the front yard, and most people had gone home.  Suddenly we noticed that there was this guy sitting there with us that no one knew.  Everyone was like, ""When did this guy get here?  Who is he?""  He wasn't talking to anyone... just sitting there.

So we all decided to go inside to the house, and maybe he'd just leave.  Of course, he didn't.  He just sat there.  By that time, two of the other guys that were there had gone down and they were sitting on his left talking to him, so I went down to join them.  I sat on his right (box him in! strategy!) and the two other guys introduced me to our new friend.  Apparently his name was Scott and he was from Ross, OH.  So we talked to him some more, asking him what he was up to, what were his plans, how was he getting home, etc.  Scott informed us that he couldn't go home because someone had stolen his car.  I know!  What an unlucky incident!  When asked why he didn't go to the police, Scott claimed that he had several warrants out for his arrest, and thusly couldn't exactly afford to go talking to the police.

It was at this point that we decided to take him to the party next door, whose hosts we knew, and just kinda drop him off there.  After convincing Scott that there would be a ton of women to 'hook up with' next door, we headed over.  Me and my two cohorts lead the way, walked into the party, out the rear, and then back around front, hoping that we had lost him.  Scott was talking to an unlucky/unwilling female out front when we came through, but we were still golden as long as he didn't see us. Unfortunately, someone out front recognized one of the guys I was with, and we were forced to stop.

We told this guy about what we were doing, and he kindly offered his services:  ""What, you want something to happen to this guy?  You want me to rough him up?""  Well, no, we didn't need that, but we could still just kick him out.  So this guy called Scott over and asked him what his name was.  He replied, ""Ross.""  Well, understandably, this confused me, so I asked him where he was from.  ""Hamilton, OH,"" was his answer.  ""Interesting,"" I told him as we formed a circle around him (more strategy!), ""since that's different from what you just told us over there.""

He stuck to his answer though, as well as the stolen car/warrants defense.  At this point, someone asked him who he knew there.  He didn't know anyone.  It was then explained to him that everyone there was a bunch of friends, and no one really wanted him just crashing there since he couldn't get home.  There was still no indication that Scott/Ross was getting any of this, though, and so I decided to spell it out for him.  ""Listen, Ross, there's a walkway right there that goes down to the sidewalk.  I suggest that you follow it down to the sidewalk and then walk down that until you get Uptown.  And have a nice night.""  The circle opened up slightly, allowing a way out, and Scott/Ross reluctantly took it, stopping twice to turn and look at us, saying, ""Nice guys.""  We stood our ground, though, and watched him go until he was out of sight.

Yeah, I'm hard. :)
","2000-09-27 15:36:30","2000-09-27 15:36:30"
"Myles Grant","I Try To Win Something For the First Time In My Life","i_try_to_win_something_for_the_first_time_in_my_life","<a href=""http://www.tivo.com/"">TiVo</a> is running a contest now, <a href=""http://giveaway.tivo.com/giveaway/"">The Great TiVo Giveaway</a>, where they're giving away 10 units a day until the end of October.  All you have to do is write a 250 word essay.  After <a href=""http://www.frantic.org/"">Mike</a> won one today, I was inspired to enter as well.  My essay, which is 242 words:

<blockquote>How often do I miss my favorite shows?  All the time.  I've gotten so busy with this Internet nonsense, that I hardly watch TV anymore.  It's only when the 'net's down that I have time to watch TV.  Of course, what's on when I'm available for TV watching?  Absolutely nothing.

What would be great would be a device that records my favorite shows, whenever they're on, and saves them up for those almost unendurable ""no 'net"" periods.  Something even better would be a device that would allow me to fast-forward (like say, 60x) through all those lame commercials.  Surely such a gadget could never exist.  Those evil TV execs would never let us watch television whenever we wanted to without commercials.

Oh, how silly that thought was.  Fortunately, one of those times that I was watching my TV, there was this extremely humorous commercial on about a new device called a TiVo.  A machine that not only provides me with the ability to watch whatever I want, whenever I want, but also allows me to pause live TV for those ""Bathroom!  Now!"" incidents, replay a really funny Simpsons joke - instantly, and see what is on right now that fits my tastes.

To own a TiVo would be such a joy, but alas, I am but a poor college student with several student loans that cannot afford one right now (although they're very affordable).  If only they were giving them away.  Hmmm.</blockquote>

But when I tried to enter it through the TiVo contest website, their system told me that it was more than 250 words!  Well, I couldn't trim anymore, so I entered the following in there, which is 99 words:

<blockquote>I wrote this really creative and humorous essay.  It was a prize-winner for sure.  Word says my essay is exactly 242 words, but you say it's more than 250.  What's up with that?  I like TiVo.  I want a TiVo.  Why won't you let me get a TiVo?  It has pause live TV capability, it has instant replay, it records all my favorite shows, whenever they're on, and it runs Linux!  That's sweet, and I'd like to have one, but the barriers of technology are not allowing me my fair chance!  I guess I'll just have to give up.
</blockquote>

Think I'll win?
","2000-09-27 20:41:25","2000-09-27 20:41:25"
"Myles Grant","The Pay-Per-Class&trade; System: A Proposition","the_pay_per_class_system_a_proposition","I have three classes that have attendance policies.  In each class, I am <i>allowed</i> to miss two classes without excuses.  Every unexcused absence after then will result in a certain amount of points being taken off my grade.  This is bull.

Let's say that you buy season tickets for your <a href=""http://www.azdiamondbacks.com/"">favorite baseball team</a>.  On Opening Day, you, along with every other season ticket holder, receives a syllabus that in part describes the team's attendance policy.  ""You are allowed to miss two games per season,"" it states, ""after which you will be charged $5 per unexcused absence.""  Would you stand for this?  No, of course not, because you payed for those tickets, and attend or not, the team still gets your money.

So why are there these attendance policies in universities.  I already gave them my money.  The teacher is not losing salary if I don't show.  It's my choice, so why should I be punished automatically of that choice?  If I fail the class, that's my fault.  Miami University says that the purpose of attendance policies is to ensure that students do not skip classes, fall behind, and fail.  Well isn't that considerate of them?  Most college students should be responsible enough to make that decision on their own.

That's why I propose the Pay-Per-Class&trade; system.  Under that system, every student would be required to swipe their ID every time they attend class.  At the end of the semester, the university would refund students for the classes that they did not attend.  That way, if I have an easy class (like PHY111) that I can still get a good grade in without attending class, then I just got a great deal.  On the other hand, if I skip class a lot and consequently fail the class, at least I didn't waste a lot of money on it.

I know what you're thinking.  ""But Myles, won't that cause the university to lose a lot of money?""  Well maybe at first, but in the long run, I think that it will force the university and professors to create better classes, which will draw more students to the university, and those students will regularly attend class because it's valuable.  And isn't that what we should be paying for?  A good education?

What do you think?
","2000-09-28 12:18:09","2000-09-28 12:18:09"
"Myles Grant","TiVo, I Will 0wN You!","tivo_i_will_0wn_you","Alas, still no TiVo with the following entry.  However, I still have a few more up my sleeve, as well as the power of determination on my side.  I will win that TiVo!  It will be mine!

<blockquote>
The future certainly looks bleak.  No, not for clean air, not for the rainforests, and not for your SUV.  The future looks bleak for the VCR.

Yes, the VCR, a close friend of yours and mine for many years.  The VCR, my friends, is going the way of the vinyl record, the audio cassette, the dial-up BBS, and New Coke.  It's being replaced by a piece of technology so revolutionary, so life-changing, that I almost dare not speak of it for the fear of inciting a riot.  But I must speak, I must shout from the mountaintops, ""TiVo!  TiVo is the future!""

With Season Pass, you'll never miss your favorite shows again","2000-10-02 09:40:48","2000-10-02 09:40:48"
"Myles Grant","Even Too Lazy To Come Up With A Title","even_too_lazy_to_come_up_with_a_title","Not much newsworthy today: No <a href=""http://www.tivo.com/"">TiVo</a> yet, not much homework, only <a href=""http://www.fox.com/70sshow/"">one thing</a> good on TV tonight.  It's a good excuse to just play some <a href=""http://www.blizzard.com/diablo2/"">Diablo</a>, I guess.  Or I could get ahead in my work... nah, Diablo.
","2000-10-03 19:57:59","2000-10-03 19:57:59"
"Myles Grant","Whitney Houston Should Start Coming Here","whitney_houston_should_start_coming_here","This weekend two sophomore Miami students got busted for <a href=""http://enquirer.com/editions/2000/10/02/loc_two_miami_students.html"">having <i>half a kilo</i> of cocaine in their trunk</a>.  Apparently one of them was the preeminent drug dealer in Butler County... as a sophomore in college.  All I can say is: Half a kilo?  That's <b>a lot</b> of cocaine.  Wow.
","2000-10-04 16:55:27","2000-10-04 16:55:27"
"Myles Grant","Take That, Dack!","take_that_dack","Posted a brand spanking new <a href=""/geekstuff/animation.php#flash"">Flash animation</a> in 'geekstuff - animation' for all the world to see.  Hope you enjoy it.  <a href=""mailto:crawl@mylesgrant.com"">E-mail me</a> if you do, <a href=""mailto:crawl@mylesgrant.com"">e-mail me</a> if you don't.
","2000-10-06 15:27:27","2000-10-06 15:27:27"
"Myles Grant","An Interplanetary Internet?  What the...?","an_interplanetary_internet_what_the","I went to a short talk today by this guy from NASA's <a href=""http://www.jpl.nasa.gov/"">Jet Propulsion Laboratory</a> about the interplanetary internet that they're building.  It'll let them communicate with all their space probes and such through a series of orbiting satellites and ground stations on nearby planets, using regular internet protocols.  The best part about this is that ground crew here doesn't have to wait for specific windows to open to send and receive information from spacecraft; they simply send it out on the internet and let it transmit it around through the various routers until it gets to the destination.  Pretty neat stuff.  Can't wait until I see voyager12.jpl.nasa.gov in my site logs for the first time.

If you have a fat connection and a reasonably fast computer, go check out the <a href=""http://www.finalfantasy.com/"">Final Fantasy movie trailer</a>.  It's incredible what they can do with CG these days.  Specifically, watch out for the close-up of the girl's eye, and the space guy that takes his helmet off at the end.  Incredible.
","2000-10-06 18:15:44","2000-10-06 18:15:44"
"Myles Grant","Ch-Ch-Ch-Changes!","ch_ch_ch_changes","Made some mostly cosmetic changes to the site this morning.  The form that allows you to change the number of notes items on the index page was been moved to the bottom.  I'm not sure if I like it better there or not.  The number of votes and comments for the polls are now displayed above the vote and results buttons.  And I changed some font sizes and such to make it all look a little better to those of you who are running 800x600.  If you're still running 640x480, there's really nothing I can do for you, sorry. :)

I'm going to the football game in about a half hour.  Go Hawks!
","2000-10-07 13:17:42","2000-10-07 13:17:42"
"Myles Grant","Damn, It's Cold Outside!","damn_its_cold_outside","Well, that was a thoroughly embarrassing defeat.  Ball State hadn't won a game in three years, but after beating us this afternoon, that streak has ended.  And it was damn cold, too.

The only positive thing that came out of the game was my idea for a new football rule.  Everytime there's a fumble, they should throw like 5 more balls on the field, and whoever ends up with the most gets possession.  Actually, I thought that it was a pretty stupid idea, but Jason thought it was really funny and said, ""Hey, you should put that on mylesgrant.com!""  So Jason, this one's for you, buddy.
","2000-10-07 17:29:05","2000-10-07 17:29:05"
"Myles Grant","I Love This Place","i_love_this_place","Reason I Love Attending Miami University #127: I just got home (about 2:15 am) and what's waiting there to greet me in the parking lot?  A family of deer; a mom and her two babies, just chillin' in the parking lot.  God, they were beautiful.  I love this place.
","2000-10-08 02:28:11","2000-10-08 02:28:11"
"Myles Grant","I Think It's Even Colder Today","i_think_its_even_colder_today","In line with <a href=""http://www.mylesgrant.com/braindump/older/2000/09/22/nbcs_olympic_coverage_gets_snubbed.html"">my earlier rantings</a> about <a href=""http://www.nbc.com/"">NBC's</a> poor taped <a href=""http://www.olympics.com/"">Olympic</a> coverage, comes <a href=""/images/tapedelay.jpg"">this picture</a> from <a href=""http://www.espn.com/"">ESPN</a>.  Very accurate, I think.
","2000-10-09 13:48:43","2000-10-09 13:48:43"
"Myles Grant","Grrrr....","grrrr","Still no TiVo for me, since I just got my notification that my last entry didn't win.   Grrrr....  I still have one more pre-written entry that I'll submit today, but in the meantime, you can read my last entry...  a loser:

<blockquote>""TiVos are falling from the sky!"" it said.

(This was on Metafilter, which by me was daily read.)

Of course, with SeasonPass, TrickPlay, and other special toys,
TiVo is a handy device for all the girls and boys.

Record all your favorite shows, pause live TV,
A proud owner of a TiVo is who I'd like to be.

Alas, poor me, I have no money with which to buy this device,
To receive a TiVo for free (well, $9.95/month) surely would be nice.

So with this brilliant poem, I put forth this plea,
Please, please, please, please, please, please, please give me a TiVo for free.

For I have many friends and family who are just itching to spend some bucks,
And if I don't win this contest, I'll be sure to tell them, ""TiVo sucks!"" :)
</blockquote>

Man, I thought for sure that'd be the one...
","2000-10-12 10:36:14","2000-10-12 10:36:14"
"Myles Grant","Pixar Rules!","pixar_rules","<a href=""http://www.apple.com/trailers/disney/monsters_inc/"">The trailer</a> for <a href=""http://www.pixar.com/"">Pixar</a>'s next feature, <b>Monsters Inc.</b> came out about a week ago.  If you have the bandwith (well, even if you don't) I strongly suggest that you view the highest quality version <a href=""http://www.apple.com/trailers/disney/monsters_inc/"">from here.</a>  It's only one scene, one that's not necessarily in the movie, but it gives you a good idea of what a quality film this will be.  By the time that I start <a href=""/resume/"">working</a> there in a couple of years, they're going to be creating films that are indistinguishable from the ""real world.""  Just you watch, and remember, you heard it on <a href=""http://www.mylesgrant.com/"">mylesgrant.com</a> first.
","2000-10-13 09:32:53","2000-10-13 09:32:53"
"Myles Grant","New Earth Animation","new_earth_animation","I just finshed <a href=""/geekstuff/animation.php"">rendering</a> and compressing a new, updated, cooler version of my <a href=""/download.php?fileID=2"">earth animation</a>.  Unfortunately, the file size is pretty big, so I can't put it anywhere where it can be downloaded from right now.  Plus, I'm tired and I have a class in under 8 hours, so I don't really feel like looking for a place to put it.  I do promise that it'll be up somehere soon.
","2000-10-16 00:07:18","2000-10-16 00:07:18"
"Myles Grant","residentassistant.com","residentassistantcom","<a href=""http://www.residentassistant.com/"">residentassistant.com</a> does half my job for me.  This leaves more time to make lame <a href=""/geekstuff/animation.php"">animations</a>.
","2000-10-16 09:35:08","2000-10-16 09:35:08"
"Myles Grant","For The Well-Bandwith-Endowed Only","for_the_well_bandwith_endowed_only","I found space for the new 'Earth' animation, so it's over in the <a href=""/geekstuff/animation.php"">animation</a> section of <a href=""/geekstuff/"">geek stuff</a> now.  Head on over there and have a look-see, if you wish.  Then be sure to <a href=""mailto:crawl@mylesgrant.com"">tell me</a> what you think.
","2000-10-16 16:32:26","2000-10-16 16:32:26"
"Myles Grant","Ah, Midterms...","ah_midterms","I have three midterms this week, and I just finished taking one.  Score so far:

<blockquote>Myles: 1
Exams: 0
</blockquote>

Let's hope I continue to win.  Oh, and I put up another poll just now.  Vote.  It's your civic duty.
","2000-10-17 18:20:09","2000-10-17 18:20:09"
"Myles Grant","Dr. Freud vs. The Penis","dr_freud_vs_the_penis","So I'm walking home from my last midterm today, and I end up following this small group of people back.  The whole way they're talking about Freudian concepts and their relation to Spanish literature (really!), which causes me to remember that this is an institute of higher learning, and not a place where people just come to drink beer with other people their age who like to drink beer.  It was such a fine moment of understanding and revelation...  Of course, then a group of my residents came walking up, saw me, and shouted, ""Penis!""  This was followed by intense bursts of laughter.  Ok, moment over.

<b>Final Win-Loss-Tie record of the Fall 2000 Myles vs. Midterms Series: 2-0-1</b>

I consider the Statistics exam to be a tie because even though I scored a lot of goals against the exam, it scored enough on me that I can't consider myself the outright winner.  At least it wasn't a loss, though.  Let's hope that record is good enough for the playoffs. &lt;grin&gt;
","2000-10-18 13:19:40","2000-10-18 13:19:40"
"Myles Grant","I Want!","i_want","Shopping for my Christmas gifts already?  Well, if you are, might I suggest <a href=""http://www.poetictech.com/aura/index.html"">this</a>?

Also, I'm going up to Hudson, OH this weekend with Erin, so don't expect any more posts until Sunday or Monday.
","2000-10-19 00:58:08","2000-10-19 00:58:08"
"Myles Grant","He's Baaack!","hes_baaack","Well, I got back last night and I have so many things to talk about... lucky you!  I'm going to be doing it in groups, however, since I never have enough time to just sit down and write it all at once.
","2000-10-23 09:29:56","2000-10-23 09:29:56"
"Myles Grant","Mmmmm..... New Books","mmmmm_new_books","I did a lot of shopping this weekend, and I really needed to.  I got 4 sweaters, a pair of pants, and a new pair of shoes (<a href=""http://www.vans.com/"">Vans</a>, of course).  But the one thing that I got this weekend that I'm happiest about is a nice new copy of <a href=""http://www.amazon.com/exec/obidos/search-handle-url/index=books&amp;field-author=Stephenson%2C%20Neal/103-8482802-9635855"">Neal Stepenson</a>'s ""<a href=""http://www.amazon.com/exec/obidos/ASIN/0553380958/qid=972307954/sr=1-1/103-8482802-9635855"">Snow Crash</a>.""  Snow Crash is probably the best book that I've ever read, and if you're into sci-fi or computers at all, I suggest that you run (not walk!) to your nearest mega-bookstore and pick yourself up a copy.  Or you could get one at the library, if you're cheap like me.  It's a great ride, have fun.
","2000-10-23 09:36:34","2000-10-23 09:36:34"
"Myles Grant","My Apologies To All Those I've Neglected","my_apologies_to_all_those_ive_neglected","Sorry for the lack of updates.  This week is really crazy, apparently.  I've had several things due this week... the biggest was the program for my Artificial Intelligence class.  We had to write a Connect Four game that had a smart computer opponent.  The version that Brett and I turned in on Tuesday was pretty good; it won half the games it played against other people's programs.  We think that it can be better, though, so we're going to tinker with it a little until it's better.  Then I'll post it on here, right next to <a href=""/download.php?fileID=3"">the old version</a>.  By the way, if you download the old version of the game and it won't run for you, please <a href=""mailto:myles@mylesgrant.com"">let me know</a>.

It's on of my friend's 21st birthday tonight, and then tomorrow is the annual <a href=""http://www.muohio.edu/campusmap/campusmap/se/wilsonhall.html"">Wilson Hall</a> Haunted House, so I'll be busy for a while.  I still have some stories from this last weekend to tell, and I'll catch up on those Friday.
","2000-10-25 13:31:01","2000-10-25 13:31:01"
"Myles Grant","F!","f","Happy 21st Birthday, <a href=""/about/myfriends.php#game_on"">Meredyth</a>!  Woo-hoo!  Ok, that's enough.
","2000-10-26 10:26:21","2000-10-26 10:26:21"
"Myles Grant","WH2H2K","wh2h2k","Just finished the Wilson Hall Haunted House and I'm going to try and get at least 3 hours of sleep before my 8:00.  Night!
","2000-10-27 03:07:13","2000-10-27 03:07:13"
